UserID,CourseID,TimeSpentONCourse,NumberOfVideosWatched,NumberOfQuizzesTaken,QuizScores,CompletionRate,CourseCompletion
6314,7,0.11797785,-1.670160295,-0.666926607,-1.611055992,-0.101070947,0
6438,2,0.208872423,-0.175048111,0.919538951,1.565946927,-0.632381914,1
6829,4,-1.417613554,-0.341171687,1.236832063,-0.980507929,-0.859312463,0
5191,6,-1.554114826,0.655569769,1.236832063,-0.981803517,-0.411505583,0
4114,6,1.564452463,0.655569769,-0.349633495,0.905513161,-1.187173394,1
8979,4,0.210641154,1.320064073,-1.618805942,1.520814849,0.470141671,1
7288,5,1.639989641,-1.337913143,-0.349633495,-1.074568953,-0.802849391,0
558,4,0.104968058,-1.171789567,0.60224584,1.54730662,1.474701522,1
6635,4,-0.784972594,1.652311225,1.236832063,0.991769085,-0.756949029,1
993,2,-0.466088902,-0.507295263,-0.349633495,-0.293514669,-1.31735395,1
2822,3,-1.295467805,1.320064073,-1.30151283,0.198212716,-0.474257611,0
1242,7,-1.264523283,1.320064073,1.554125175,1.178068631,0.663902145,1
6073,1,0.615232584,-0.507295263,-0.349633495,-1.571819109,0.540136774,1
6017,2,1.604849068,0.323322617,-0.032340384,-1.580558482,0.322869011,0
6123,6,-0.964098161,-0.839542415,-0.984219719,-0.648785042,0.916484664,0
4506,1,0.128069441,0.157199041,0.60224584,0.886394084,1.557807191,1
4899,3,-0.285702602,-0.175048111,-0.984219719,0.05766459,-0.237057428,0
8938,5,-0.345210547,-0.507295263,-0.349633495,-1.485626532,-0.055431255,1
4891,2,0.519872136,1.486187649,0.60224584,-0.009622021,-0.516284422,1
7310,4,-1.68138095,-1.005665991,-0.984219719,0.943318094,0.376964247,0
4045,2,0.593321517,-1.171789567,1.554125175,-0.971867763,0.58875285,0
2277,7,-0.620759879,-1.005665991,0.60224584,-1.686483433,-0.830150044,0
6089,7,-0.597218715,-0.008924535,-1.618805942,-0.260036611,0.660916324,1
3329,4,-1.637081562,0.323322617,0.284952728,-0.061900526,0.726856864,1
3523,3,1.085367604,-0.175048111,-0.349633495,-1.54545566,0.711943017,1
2174,4,0.88696753,-1.504036719,-0.032340384,-1.597915148,-0.884865165,0
5297,4,0.375931301,1.652311225,1.236832063,0.474462373,-0.738169114,1
5485,2,-1.701403116,0.157199041,0.60224584,-1.668395657,0.313186303,0
1181,7,0.177779166,1.486187649,-0.984219719,0.463795528,0.997548521,1
1484,5,0.138733718,-0.175048111,-0.984219719,-0.076436301,-0.505489918,0
2556,5,-1.081493263,1.320064073,0.284952728,-0.750126182,0.028517152,0
3106,3,-0.475565863,-0.175048111,-0.666926607,1.5479584,0.986724301,1
4135,5,-1.234033044,1.320064073,-0.984219719,0.188230006,1.249847114,0
7417,4,-1.416845571,-1.337913143,-0.032340384,-1.573648454,-0.257818021,0
7376,2,0.241280661,0.987816921,-1.30151283,1.646436584,1.560868313,1
5110,5,-0.984996268,-1.670160295,1.236832063,-0.470524741,1.31424804,0
4069,2,1.310563365,-0.175048111,-1.618805942,0.847363551,1.340391959,1
7560,6,-1.170513905,0.655569769,1.236832063,-0.430479577,-0.070793472,0
5813,1,1.428344005,1.486187649,0.919538951,0.279427139,-0.135397386,1
3596,6,-0.051486747,1.153940497,-0.349633495,-0.512244631,-0.301865234,0
7467,4,0.491775097,1.486187649,0.60224584,1.487087638,-1.525358828,1
8171,2,-1.716928922,-0.341171687,-0.032340384,1.016249346,-0.040263932,0
2981,1,-1.544007219,1.486187649,-0.032340384,1.61337384,-1.143235734,0
345,3,-0.89708462,-1.005665991,1.554125175,0.090437901,-0.682261648,0
6748,1,-1.126823957,-1.670160295,-1.618805942,-0.83153297,1.094189308,0
1314,4,-1.410644874,-0.008924535,0.919538951,0.044903681,-0.843222085,0
6719,3,1.191002382,0.821693345,-0.032340384,-0.07361869,0.418885915,1
5307,1,-1.421665846,-0.175048111,0.60224584,-0.884306389,0.189313286,0
7593,6,-0.500973484,-1.005665991,-1.618805942,0.843181928,0.813377515,0
5817,4,-1.642961095,-1.670160295,0.284952728,0.863216533,-0.034339676,0
6649,4,-0.869399862,-1.670160295,1.236832063,-1.616452613,0.749190771,0
4175,6,-1.224951187,-0.673418839,0.919538951,1.103052442,0.447730537,1
7581,7,0.138868802,1.652311225,0.284952728,-0.628143272,0.50707801,1
2797,3,-1.256282163,0.489446193,-0.666926607,1.686762436,-1.585223431,0
6528,5,1.559995283,-1.005665991,1.554125175,-0.486199942,-1.620065493,0
589,4,-1.423734573,1.320064073,-1.618805942,-0.911004591,-0.400573825,0
318,6,-1.348511587,-0.673418839,-0.984219719,-0.949079147,0.38807014,0
1051,7,1.392411192,1.320064073,-1.30151283,-0.116020858,0.395044715,1
1849,6,1.301155578,0.821693345,1.554125175,0.777725202,-0.221164025,1
7463,1,-1.087159723,-1.670160295,0.284952728,-0.360709845,-1.365833953,0
8890,6,-1.306493488,0.157199041,0.284952728,0.073932825,-1.628453713,0
8208,3,1.361443994,0.157199041,0.284952728,-0.357663111,1.433267285,1
2446,5,0.782358555,0.821693345,0.60224584,1.168431594,1.355968683,1
7874,3,-1.230473856,-0.341171687,-0.032340384,-1.626599942,0.060952797,0
5954,3,-1.132429428,-0.673418839,-0.984219719,-0.528105209,0.73813631,0
282,6,1.300418277,-1.171789567,0.60224584,-0.271309761,1.556950505,1
5126,7,-1.396093576,-0.341171687,1.236832063,0.12259695,0.77432772,1
8522,5,-0.736988019,-0.673418839,1.554125175,0.145701256,-0.573659099,1
2478,4,-0.729803468,-0.507295263,0.284952728,0.724852867,-0.836268739,1
8839,3,-0.563653226,1.652311225,0.284952728,1.649942595,0.653648814,1
5217,3,-0.822003896,-0.341171687,-0.349633495,0.65094808,0.767663603,1
2844,5,-1.704487832,-0.839542415,0.919538951,0.81778056,-1.109064285,0
7584,5,0.067415899,-1.337913143,0.60224584,0.940251506,0.996978609,1
3202,5,1.73906941,1.486187649,-0.349633495,-0.293201478,-0.877232401,1
1157,7,-0.113605297,-1.670160295,0.60224584,-0.851464475,0.229552481,0
3066,7,1.161651412,-1.005665991,-1.30151283,1.289149358,1.567415201,0
7054,1,0.071192147,-0.175048111,-1.618805942,0.803847185,-0.133775108,0
3998,1,1.20307512,-1.670160295,1.236832063,1.488506523,1.185625661,1
4030,4,0.379607246,0.489446193,0.284952728,-0.470793328,-0.28697311,0
1963,1,0.191063638,0.157199041,1.236832063,0.994664405,-0.117458941,1
3738,7,-1.708786927,-0.341171687,-0.349633495,-1.591497407,0.019169997,0
7945,3,1.380570781,0.821693345,-0.984219719,1.633048194,1.527017591,1
8455,5,1.317416773,1.652311225,0.919538951,0.496105193,-0.472970648,0
8214,2,-0.924111648,1.652311225,1.554125175,-1.242019776,-0.086383131,0
8149,1,0.865233328,-0.008924535,-1.30151283,-0.407772598,-1.698100417,0
7064,2,1.535935591,1.652311225,0.60224584,0.601633316,1.291479087,1
2511,7,1.121504438,0.655569769,-0.984219719,1.519508539,-0.351540734,0
6128,2,0.067924126,1.486187649,-0.349633495,1.475854261,1.034274891,1
5403,6,-0.529706622,1.486187649,-0.349633495,-0.783884812,0.476202806,1
8091,3,-0.108666219,1.320064073,-1.618805942,-1.250593236,0.351905565,0
3260,2,0.502385017,0.655569769,1.236832063,0.902488479,1.474957672,1
4293,1,-1.617014379,0.821693345,0.284952728,-0.687087677,-1.017315848,0
4848,5,-0.337358363,0.323322617,1.236832063,0.980625023,-1.412497545,1
5952,7,-1.363865828,-0.175048111,1.236832063,-0.092113724,-0.359512399,0
6656,6,-1.607897935,-0.341171687,1.554125175,1.650446187,-1.024260184,0
7984,5,-0.868381333,-1.005665991,1.554125175,0.181681927,-1.428193031,0
7837,5,-1.022412045,-1.337913143,-0.349633495,0.689040237,1.493857425,1
4359,3,-1.437767545,-1.005665991,0.284952728,0.243277468,0.507329657,0
6898,7,0.167952844,1.320064073,1.554125175,0.32606147,1.636545362,1
5090,6,0.925166859,0.323322617,0.919538951,-0.952567314,-0.737673631,0
1481,7,0.301042594,1.486187649,-0.666926607,0.591262573,-1.082930458,0
5336,6,-1.028369033,-1.504036719,-0.666926607,-0.511392485,-0.369741307,0
3992,4,-0.584610234,-1.171789567,0.919538951,0.577725331,0.729627918,1
4137,3,-1.492537283,0.489446193,1.236832063,1.478161661,0.759014718,1
6422,3,-0.140332494,-1.171789567,-0.349633495,-1.327972096,1.314487126,0
305,5,-1.684297532,1.153940497,1.236832063,1.340886235,1.482732166,1
3599,3,0.698932745,1.153940497,-0.349633495,-0.683827528,1.180108121,1
4412,6,0.49466195,-1.337913143,-1.30151283,-1.714420851,0.159831408,0
4886,4,-1.29801823,-1.504036719,0.284952728,1.747784631,0.101985091,0
8294,2,1.394021724,0.489446193,-0.349633495,-0.706980162,-0.652090518,1
8186,4,-0.343759853,-0.008924535,0.284952728,0.044096583,-0.12460431,1
1568,3,0.354944974,-0.008924535,0.284952728,-2.10E-05,1.516706626,1
901,4,0.655696741,0.821693345,-1.30151283,0.697505808,-0.581429349,0
6549,5,0.872046135,-0.839542415,-0.984219719,-1.39452303,-1.042445174,0
7731,4,-1.015689701,0.655569769,-0.349633495,-0.480651654,0.460984698,1
6351,7,1.252031321,0.655569769,0.60224584,-0.536737254,-0.56446014,0
967,2,-0.72789434,1.153940497,0.919538951,1.064244242,-0.689744582,1
7769,7,-1.029630938,0.489446193,-1.618805942,0.911483136,0.780725983,1
7962,5,0.950676373,-1.337913143,-0.032340384,-0.991507753,-1.377739658,0
5957,1,-1.024781114,-0.341171687,0.919538951,-1.399844448,-0.137356406,0
8011,3,0.057692298,0.323322617,1.236832063,1.602091429,1.646502387,1
3035,6,-1.147437492,1.153940497,-0.666926607,-1.26315885,0.188703261,0
8429,7,1.631653363,0.987816921,-0.666926607,-1.500721272,-1.500358559,1
2424,3,0.001719691,1.486187649,-0.032340384,0.40964319,0.351902478,1
312,2,-0.325442701,0.323322617,1.554125175,-1.164051266,0.69262224,1
8402,5,-1.148209183,-0.341171687,1.554125175,0.886329293,-0.500930164,0
263,2,1.38876357,-1.670160295,-0.349633495,1.443074874,-1.49018304,0
6619,6,-0.84972685,1.486187649,-0.032340384,-0.167388242,0.812945701,1
7339,1,0.903529638,-0.008924535,0.919538951,0.990923312,1.702374489,1
5165,2,0.011239192,1.153940497,-1.618805942,1.524127349,1.649820746,1
8280,1,1.708278381,1.486187649,-1.30151283,-0.035544973,-1.139126019,0
4043,5,-0.863947073,-1.171789567,-0.666926607,0.095047402,0.771935584,0
2177,2,1.248103981,-0.507295263,-0.349633495,0.754785837,-0.923584679,1
5941,2,-0.211411259,0.821693345,-0.032340384,0.986276665,1.659204327,1
8504,1,-0.667997268,-0.507295263,-0.666926607,1.357197706,1.234780185,1
2084,4,-0.886708284,-0.839542415,1.554125175,0.877919665,1.139967235,1
931,1,-1.563839969,0.655569769,1.236832063,-0.668568209,0.261893601,0
6806,6,-1.696672635,-0.341171687,-0.984219719,-0.358180515,-1.641566328,0
6044,5,-0.638913462,0.323322617,-1.30151283,0.009598304,0.026840857,0
1982,4,-1.140804385,-1.337913143,-1.30151283,0.405289444,-1.197678324,0
3087,4,-1.436652576,-0.673418839,0.919538951,-1.584257166,-0.987907784,0
1315,1,0.057756526,-0.673418839,1.236832063,-1.32694551,-1.48553935,0
2138,4,-0.807897303,-1.005665991,1.554125175,0.800390025,-1.098127387,0
1957,3,1.575951276,0.821693345,0.284952728,0.717971002,-0.420769426,1
5874,7,-1.113107929,0.987816921,0.60224584,-0.919594682,0.54311623,0
1833,6,-0.544701105,1.652311225,1.236832063,-0.16715675,-0.677020137,1
2331,1,1.500961674,0.987816921,1.236832063,0.504323234,1.334998137,1
260,5,-1.05617754,1.486187649,1.236832063,1.505190466,-0.184065063,1
8284,2,1.283319793,-0.341171687,1.236832063,0.441820692,0.101079406,1
1427,2,0.549690988,-0.341171687,-1.30151283,-1.54473501,-1.592706815,0
1541,1,-0.245676267,-1.337913143,-0.666926607,-0.00608538,-1.700019373,0
6610,2,-0.494094363,0.157199041,-0.349633495,1.268125206,-0.400428129,1
3242,4,1.532134372,-1.005665991,0.60224584,0.708348092,-0.011173636,0
1075,5,0.32542478,-1.504036719,1.554125175,-1.459787144,-0.72038828,0
601,7,-0.600802037,0.157199041,1.236832063,-0.518247638,1.088316085,1
7037,4,-1.645916067,1.320064073,-0.984219719,-0.054402695,0.893668306,0
8875,6,-1.201284092,-0.839542415,-0.666926607,0.24698507,0.267249016,1
2515,1,-0.692563744,0.489446193,-0.666926607,0.206265381,0.788177586,1
1030,4,1.528523756,0.157199041,-0.032340384,-0.092480733,-1.330454307,1
5995,2,-1.073032099,-1.337913143,-0.349633495,1.423816678,-0.450148368,0
6965,6,-1.518171985,0.323322617,1.554125175,-0.245855479,-1.002851702,0
6811,5,-0.738954587,0.489446193,-1.618805942,0.813322438,-1.321365977,0
118,1,0.782575271,1.320064073,-0.666926607,-1.26976396,-0.227874428,0
139,3,0.101973076,-0.008924535,-0.984219719,0.741587741,0.738768082,1
5137,1,0.773155713,0.489446193,0.919538951,0.340368476,1.276349603,1
2545,6,-0.783581818,0.323322617,-0.984219719,-0.835833419,-0.194893749,0
3271,1,1.653351628,0.489446193,-0.032340384,-0.505437383,-1.385446737,0
116,2,1.568418439,-0.008924535,-0.666926607,0.678514669,-0.786229535,0
5656,2,-0.423301113,-1.670160295,0.60224584,-0.45263927,1.536896097,0
6993,5,-0.085362657,0.987816921,0.284952728,1.717602226,0.757678107,1
804,5,1.47560415,-0.008924535,0.60224584,-1.097529668,-0.504515545,0
689,2,-1.03989583,-1.670160295,-0.666926607,-0.68557608,1.542178663,0
548,2,0.197446644,-0.341171687,1.236832063,1.442410687,-0.9471212,1
1212,2,-0.831977375,1.320064073,-1.30151283,-0.396543087,1.003473199,0
7656,5,0.462094256,-0.673418839,0.284952728,0.239463485,-0.495666791,1
5334,7,0.584529931,-1.005665991,-0.032340384,1.311004163,1.657097102,1
4712,3,0.768198626,0.323322617,0.919538951,1.174994445,-1.585264506,1
8677,6,-0.184605969,-0.175048111,1.554125175,1.726843673,-0.307764652,1
5682,2,-0.566813169,1.652311225,0.919538951,-1.68325551,0.034042616,0
8835,2,-1.516136999,0.821693345,1.554125175,-1.114534587,0.373778617,1
2606,4,-0.341216444,-0.507295263,0.60224584,0.651915706,-0.250398388,1
6566,7,-1.15979262,-1.337913143,0.60224584,-0.555570108,-1.265755672,0
4009,5,1.419085118,0.323322617,-0.032340384,1.435048624,-0.45916103,1
6495,4,-0.738222272,0.157199041,0.919538951,-1.030647361,-0.828284984,0
373,1,-1.56638057,-1.337913143,0.284952728,-0.480701799,-0.394671174,0
8388,1,0.104162537,1.486187649,-0.349633495,1.201416674,1.677451561,1
5104,2,0.846665458,-0.341171687,-1.30151283,0.619787481,-0.723752242,0
2615,5,-0.9946079,-1.005665991,0.284952728,-0.137479904,0.183394695,0
3273,7,0.760743469,-0.175048111,-0.666926607,-1.100943654,0.346940817,0
1589,1,0.605260383,0.489446193,0.919538951,-1.369472594,0.33574941,1
3577,7,-1.675256058,-1.171789567,-0.666926607,0.945093198,-0.278878302,0
5392,7,-0.387719984,-1.504036719,1.554125175,-1.483049883,0.192051263,0
5568,1,0.588082179,0.489446193,-0.032340384,1.744202429,-0.873074514,1
4861,6,0.162110252,-0.673418839,0.919538951,-1.072406833,-0.32547235,0
6240,7,-1.599439389,0.157199041,-1.618805942,0.083776032,-0.442825872,0
7624,5,-0.720741358,0.655569769,-1.30151283,1.119287756,0.022339961,0
2685,6,0.219977005,-0.507295263,-0.349633495,0.671719015,-1.252517625,1
8753,2,1.328187895,-0.341171687,0.60224584,1.214111153,-0.811891996,1
4264,7,-0.00494292,-1.337913143,0.60224584,0.520692399,1.146661308,1
5454,3,-0.481480804,0.157199041,-0.984219719,-0.991342025,1.129039644,0
6860,7,1.358975657,-1.504036719,1.236832063,1.454776976,-0.688563834,0
1013,5,-1.209761621,0.489446193,1.236832063,-0.280187888,-0.804960575,0
2681,2,0.266637655,-1.005665991,-0.666926607,1.626730221,-1.372679057,0
5690,5,0.079359157,0.987816921,-0.666926607,-0.875752736,1.116171663,0
684,2,-0.301538747,-0.175048111,-0.666926607,1.469468855,-0.424669694,0
3620,4,1.119646673,-1.504036719,0.60224584,0.682978237,-1.710409295,0
6880,1,0.609712699,-1.005665991,-0.032340384,1.378568769,-0.654596447,0
1467,7,0.371965244,1.486187649,1.236832063,-1.066491365,-1.367397244,0
4443,7,1.003008297,0.489446193,-1.30151283,-1.121316935,0.026053944,0
5943,1,0.086255036,-1.670160295,-0.666926607,0.124090777,-0.917208689,0
4292,4,0.607750803,-1.171789567,-0.349633495,0.25142688,0.840575737,1
924,4,-1.440000187,0.655569769,1.554125175,0.840064105,-0.309573516,0
8139,1,0.700370578,-0.839542415,-0.349633495,-0.049885655,0.019816759,0
1739,2,0.972291762,0.821693345,-1.618805942,0.632967,-1.428734941,0
8341,1,0.789830199,-0.839542415,-0.032340384,-0.179395083,-0.209795921,0
5756,4,0.46837183,-0.008924535,1.554125175,-0.796882428,-1.29592719,0
7420,3,1.118968379,-1.171789567,-1.618805942,-1.121761579,-0.428945429,0
6290,7,-0.473370824,0.489446193,-0.032340384,0.292275123,-0.946426804,1
3693,5,1.641774974,-0.175048111,-0.984219719,-1.380073104,0.170736715,0
509,5,0.113378002,0.323322617,1.554125175,1.349440485,0.656739386,1
1514,2,-0.631340718,-0.175048111,1.554125175,0.494877436,-0.39889614,1
5880,4,1.743696765,1.153940497,-0.032340384,0.179331512,-0.832446318,1
6622,3,1.318328699,0.821693345,-0.984219719,1.557967143,-0.833228199,0
4084,2,-1.642196893,0.987816921,1.236832063,-1.680715494,1.269455839,0
5155,1,-1.337208996,-1.337913143,0.284952728,0.815994955,-1.352610611,0
6288,7,1.662691253,-1.504036719,-0.349633495,-0.957612428,0.935166138,0
6651,2,-0.348019039,1.652311225,0.60224584,0.344096056,0.931833249,1
6853,5,-0.518560025,-1.670160295,-0.984219719,0.416807999,1.326235753,0
3766,5,-1.638959381,0.987816921,-1.618805942,-0.651851755,1.658689736,0
6577,2,-0.988492071,0.821693345,1.236832063,1.005470412,1.278720648,1
7121,6,-1.502232808,-1.005665991,-0.666926607,0.271517861,1.567028649,0
1889,2,1.235523021,-0.341171687,0.919538951,-0.681257068,-0.422203381,0
7446,1,0.974711959,1.486187649,-1.618805942,-0.334169404,1.65263099,0
2582,4,-0.958143106,-0.341171687,1.236832063,-1.281906288,-0.111895397,0
8213,3,0.550299349,-1.670160295,-0.984219719,-1.64119665,-1.12701699,0
510,5,0.408966171,-0.008924535,-1.30151283,1.674919158,-0.344446097,0
662,5,-1.17841071,-1.504036719,-0.666926607,-0.837328535,1.681676398,0
7295,7,1.420776442,-0.175048111,1.236832063,-0.4904945,1.145786305,1
5424,7,0.68906773,-0.175048111,-0.349633495,-1.352229064,-0.791661829,0
7720,1,-1.405859574,1.153940497,-0.666926607,-0.235234591,-0.437516501,0
2968,1,-1.617928646,-1.670160295,1.236832063,0.592987093,1.631475886,0
4174,3,1.561061511,-1.504036719,1.554125175,0.143431741,1.365309094,1
1468,4,1.146847307,-0.673418839,0.60224584,1.667404259,-0.080683911,1
1757,4,1.678365413,0.987816921,1.554125175,-0.287530339,-0.838750644,1
2320,7,-0.517230556,-0.008924535,-0.984219719,-1.138760759,0.011217754,0
2817,1,1.107434466,-0.673418839,0.60224584,0.654512709,-1.376210339,1
5738,1,0.192889323,0.821693345,-1.30151283,-0.043085076,-0.733026339,0
2701,3,-0.999104121,0.157199041,-1.618805942,-0.031023562,1.603034657,1
8231,5,-1.048084915,1.320064073,-0.984219719,-0.074351228,-0.823249717,0
338,2,1.180810518,-0.341171687,0.919538951,1.337587264,-0.497457437,1
2783,1,-0.513767574,-1.337913143,-0.349633495,-0.508276461,-0.808437889,0
8486,2,-0.877614613,-1.504036719,1.554125175,-1.153925036,1.506038481,1
3639,5,0.904722725,0.489446193,1.554125175,-0.450582587,-1.062968676,0
2120,1,0.142756073,-0.507295263,1.236832063,0.882842311,1.181982492,1
6844,3,1.553960157,0.821693345,0.60224584,-1.703592323,-0.129465581,0
1276,4,-1.320283334,0.821693345,0.284952728,-1.197568977,-0.019706869,0
8097,4,-1.4508592,-0.008924535,1.236832063,0.512545125,0.452685936,1
2806,7,1.576019975,0.323322617,-0.984219719,1.278476489,0.171567941,0
388,4,0.828280029,1.320064073,0.919538951,1.142515569,-1.285490674,1
4864,7,-0.900382581,1.153940497,1.554125175,1.277690153,-1.698067215,1
180,6,-0.003360835,-1.337913143,-0.666926607,0.519398526,-0.496138367,0
2921,5,1.215867116,-0.008924535,-0.032340384,-1.043040023,1.395266617,1
6197,4,-0.072234742,0.157199041,-0.349633495,0.197566661,-0.948124222,1
8746,4,1.129551435,-0.175048111,-1.618805942,1.436879265,1.672927097,0
6502,2,1.65127691,-1.005665991,-1.618805942,0.442429364,0.649118737,0
899,5,-0.286506617,-1.670160295,0.919538951,0.154415994,1.346725703,1
849,4,1.197778336,0.987816921,0.919538951,-1.468379798,-1.171868886,0
5028,4,-0.631912307,0.987816921,1.236832063,0.457341223,0.729670386,1
2929,1,0.418193543,1.652311225,0.60224584,-0.482378659,-1.378433763,0
2581,1,0.942816887,1.652311225,0.284952728,-1.629935769,1.427744369,1
3122,3,-0.045968087,-0.175048111,-0.666926607,-0.928190318,-0.825516193,0
7812,4,0.916166468,-1.670160295,1.236832063,-0.504718461,-1.415907739,0
2159,4,0.93348799,-0.507295263,1.554125175,-0.383902707,-1.287295578,0
3804,3,1.530528703,-0.839542415,-0.984219719,-1.442591345,-0.069687745,0
2457,5,-0.388630426,-1.005665991,-0.666926607,1.435569671,0.719081112,0
5171,2,0.57240755,-0.507295263,-0.032340384,0.744885147,0.807150472,1
4218,6,-1.690561195,1.486187649,0.919538951,-1.710998731,-0.957738654,0
8965,3,0.499312795,0.323322617,-0.984219719,-0.545527315,-0.130316739,0
4600,3,-0.896119483,-0.008924535,0.284952728,1.537799588,-0.625344575,1
2142,3,0.20163548,-1.337913143,0.60224584,0.414716403,-0.933696303,0
2371,5,-0.098039508,0.821693345,1.236832063,0.434204514,0.18269327,1
914,7,1.576001192,-1.504036719,-0.349633495,0.970038173,-0.035273814,0
7999,3,-1.351294593,-0.673418839,0.919538951,1.199141837,0.155240131,0
8291,2,-0.707305345,-0.175048111,-0.984219719,-1.474028754,-1.665256275,1
6294,3,0.113459872,-1.337913143,0.919538951,1.384177926,0.952774725,1
